item_id,item,engine_home,state,status,basis,rule_types,source_types,values_found,rule_ids,citations,official_links,snippet
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,CT,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,FL,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,GA,rule_without_value,fixed,Requirement,,,GA-0017,O.C.G.A. § 50-18-71(c)(1),https://georgialibraries.org/librarylaws/Georgia%20Open%20Records%20Act%20(O.C.G.A.%20%C2%A7%C2%A7%2050-18-70%20through%2050-18-74).pdf,"No labor charge may be made for the first quarter hour of search, retrieval, or redaction."
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,ID,rule_without_value,fixed,Calculation,,,ID-0017 ID-0018,Idaho Code § 74-102(10)(a),https://legislature.idaho.gov/statutesrules/idstat/Title74/T74CH1/SECT74-102/,No fee shall be charged for the first two (2) hours of labor in responding to a resident's public records request.
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,IL,value_present,fixed,Prohibition,,50 pages | 8 hours,IL-0027 IL-0036 IL-0032,5 ILCS 140/6(a) | 5 ILCS 140/6(b) | 5 ILCS 140/6(f),https://www.ilga.gov/documents/legislation/ilcs/documents/000501400K6.htm,"No fee may be charged for the first 50 pages of black-and-white, letter- or legal-sized copies requested."
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,IN,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,KS,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,LA,rule_without_value,fixed,Prohibition,Statute,,LA-0014,La. R.S. 44:32(C)(3),https://www.legis.la.gov/Legis/Law.aspx?d=99691,"No fee may be charged to examine or review a public record, or to determine whether a record is subject to disclosure, except as provided in this Section."
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,MA,value_present,fixed,Calculation/Prohibition,Statute,2 hours | 4 hours,MA-0034 MA-0035 MA-0036,"M.G.L. c. 66, § 10(d)(ii)(B) | M.G.L. c. 66, § 10(d)(ii)(C), (iii)(C) | M.G.L. c. 66, § 10(d)(iii)(B)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleX/Chapter66/Section10,"For a municipality with a population over 20,000, no labor fee may be assessed for the first 2 hours of work performed."
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,MI,rule_without_value,,Exception/Prohibition,,,MI-0032 MI-0046 MI-0050,Mich. Comp. Laws § 15.234(1)(b) | Mich. Comp. Laws § 15.234(4) | Mich. Comp. Laws § 15.234(5),https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,A public body may not charge for redaction labor if it knows or has reason to know it previously redacted the record and the redacted version is still in its possession.
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,MN,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,MO,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,NC,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,NE,rule_without_value,fixed,Prohibition,Statute,,NE-0020,Neb. Rev. Stat. § 84-712(1),https://nebraskalegislature.gov/laws/statutes.php?statute=84-712,"For a Nebraska resident's request, the actual added cost used to calculate a fee shall not include any charge for existing salary/pay obligations for the first eight cumulative hours of searching, identifying, physically"
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,NJ,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,NV,delegated_to_regulation_or_schedule,,Prohibition,,,NV-0022,Nev. Rev. Stat. § 239.052(1),https://www.leg.state.nv.us/nrs/nrs-239.html,A governmental entity must not charge a fee for a copy if a specific statute or regulation requires it to provide the copy without charge.
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,NY,actual_cost_or_reasonable,fixed,Exception/Prohibition,Statute,,NY-0026 NY-0029,N.Y. Pub. Off. Law § 87(1)(b)(iii)(2) | N.Y. Pub. Off. Law § 87(1)(c)(iv),https://www.nysenate.gov/legislation/laws/PBO/87,"Where an identical record was prepared for a prior request within the past six months and an electronic copy is available, the agency shall charge no fee except the actual cost of a storage device/media if provided."
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,OH,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,OK,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,OR,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,PA,rule_without_value,fixed,Prohibition,Statute,,PA-0042,65 P.S. § 67.1307(g),https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2008/0/0003..HTM,"No fee may be imposed for an agency's review of a record to determine whether it is a public, legislative or financial record subject to access."
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,SC,rule_without_value,fixed,Prohibition,,,SC-0011,S.C. Code Ann. § 30-4-30(B),https://www.scstatehouse.gov/code/t30c004.php,Copy charges may not be applied to records that are transmitted in an electronic format.
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,TN,silent,,,,,,,,
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,TX,value_present,floor,Calculation,Statute,15 hours | 36 hours,TX-0026 TX-0031,"Tex. Gov't Code § 552.261(a) | Tex. Gov't Code § 552.275(a), (b)",https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm#552.261 https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm#552.275,"For a request of 50 or fewer pages of paper records, the charge may not include materials, labor, or overhead and is limited to the per-page photocopy charge, unless the pages are in two-or-more unconnected buildings or "
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,UT,rule_without_value,fixed,Exception/Prohibition,Statute,,UT-0035 UT-0036 UT-0034,Utah Code § 63G-2-203(5)(b)(i) | Utah Code § 63G-2-203(5)(b)(iii) | Utah Code § 63G-2-203(5)(c),https://le.utah.gov/xcode/Title63G/Chapter2/63G-2-S203.html,An entity may not charge a fee for the first quarter hour of staff time spent responding to a request.
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,VA,rule_without_value,,Prohibition,,,VA-0023,Va. Code § 2.2-3704(F),https://law.lis.virginia.gov/vacode/title2.2/chapter37/section2.2-3704/,"No public body shall impose extraneous, intermediary, or surplus fees or expenses to recoup the general costs of creating or maintaining records or transacting the general business of the public body."
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,WA,rule_without_value,fixed,Prohibition,,,WA-0026,RCW 42.56.120(2)(e),https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.120,An agency may not impose copying charges for access to or downloading of records it routinely posts on its public internet website.
rules.freePages,Free page allowance per request,fee_profiles:requestRules.freePageAllowance,WI,rule_without_value,fixed,Prohibition,Appellate Decision,,WI-0033,"Milwaukee Journal Sentinel v. City of Milwaukee, 2012 WI 65, 341 Wis. 2d 607",https://docs.legis.wisconsin.gov/statutes/statutes/19/ii/35,"Redaction is not one of the four statutory fee tasks (reproduction/transcription, photographing/processing, locating, mailing/shipping); an authority generally may not impose a fee for the process of redacting informatio"
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,AL,silent,,,,,,,,
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,AZ,silent,,,,,,,,
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,CA,actual_cost_or_reasonable,ceiling,Permission,,,CA-0021,Cal. Gov. Code § 7922.530(a) (Statute),https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?sectionNum=7922.530&lawCode=GOV,"Fees for copies of records are limited to fees covering the direct costs of duplication, or a statutory fee if one applies."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,CO,rule_without_value,ceiling,Permission/Requirement,Statute,,CO-0018 CO-0020,C.R.S. § 24-72-205(6)(a),https://leg.colorado.gov/colorado-revised-statutes,"After the first hour, the custodian may charge a fee for research and retrieval of public records not to exceed thirty dollars per hour."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,CT,silent,,,,,,,,
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,FL,actual_cost_or_reasonable,,Definition,,,FL-0023,"§ 119.011(1), Fla. Stat.",https://www.flsenate.gov/Laws/Statutes/2024/119.011,"'Actual cost of duplication' means the cost of the material and supplies used to duplicate the record, and does not include labor cost or overhead cost associated with such duplication."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,GA,actual_cost_or_reasonable,ceiling,Requirement,,,GA-0016 GA-0020,O.C.G.A. § 50-18-71(c)(1),https://georgialibraries.org/librarylaws/Georgia%20Open%20Records%20Act%20(O.C.G.A.%20%C2%A7%C2%A7%2050-18-70%20through%2050-18-74).pdf,"An agency may impose a reasonable charge for search, retrieval, and redaction, but that charge shall not exceed the prorated hourly salary of the lowest paid full-time employee who, in the custodian's reasonable discreti"
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,ID,actual_cost_or_reasonable,ceiling,Calculation,,,ID-0020 ID-0019 ID-0022,Idaho Code § 74-102(10) | Idaho Code § 74-102(10)(c) | Idaho Code § 74-102(10)(e),https://legislature.idaho.gov/statutesrules/idstat/Title74/T74CH1/SECT74-102/,"Fees for resident requests shall not exceed reasonable labor costs necessarily incurred, charged at the per-hour pay rate of the lowest-paid administrative staff employee or public official of the agency."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,IL,silent,,,,,,,,
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,IN,silent,,,,,,,,
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,KS,actual_cost_or_reasonable,ceiling,Calculation/Permission/Requirement,Statute,,KS-0035 KS-0038 KS-0034 KS-0037 KS-0040,K.S.A. 45-219(b) | K.S.A. 45-219(c)(1) | K.S.A. 45-219(c)(3),https://ksrevisor.gov/statutes/chapters/ch45/045_002_0019.html,Actual costs may include the cost to review and redact the requested records but shall not include incidental costs not attributable to furnishing the requested records.
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,LA,rule_without_value,soft-standard,Requirement,Statute,,LA-0027,La. R.S. 44:32(B),https://www.legis.la.gov/Legis/Law.aspx?d=99691,"When examination is conducted outside regular working hours, persons representing the custodian are entitled to reasonable compensation, paid by the public body and funded in advance by the party demanding the extraordin"
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,MA,value_present,ceiling,Calculation/Permission,Statute,$25 | 2 hours | 4 hours,MA-0032 MA-0033 MA-0037 MA-0029,"M.G.L. c. 66, § 10(d) | M.G.L. c. 66, § 10(d)(ii) | M.G.L. c. 66, § 10(d)(iii) | M.G.L. c. 66, § 10(d)(iv)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleX/Chapter66/Section10,"For a municipality, the hourly labor rate must equal or be less than the lowest-paid capable employee's rate and shall not exceed $25 per hour, unless a higher rate is approved by the Supervisor."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,MI,value_present,ceiling,Calculation/Permission/Prohibition,,15 minutes | 50%,MI-0034 MI-0035 MI-0036 MI-0039 MI-0041 MI-0042 MI-0033,Mich. Comp. Laws § 15.234(1) | Mich. Comp. Laws § 15.234(1)(a) | Mich. Comp. Laws § 15.234(1)(b) | Mich. Comp. Laws § 15.234(1)(e),https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,"Labor for searching, locating, and examining records may not be charged at more than the hourly wage of the public body's lowest-paid employee capable of doing so, regardless of who performs the labor."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,MN,actual_cost_or_reasonable,ceiling,Permission,,,MN-0008,"Minn. Stat. § 13.03, subd. 3(c)",https://www.revisor.mn.gov/statutes/cite/13.03,"When copies or electronic transmittal are requested, the responsible authority may require payment of the actual costs of searching for and retrieving the data, including employee time."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,MO,actual_cost_or_reasonable,ceiling,Calculation/Permission/Requirement,,,MO-0019 MO-0020 MO-0021,"§ 610.026.1(1), RSMo",https://revisor.mo.gov/main/OneSection.aspx?section=610.026,The hourly fee charged for duplicating time shall not exceed the average hourly rate of pay for clerical staff of the public governmental body.
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,NC,actual_cost_or_reasonable,fixed,Requirement,Statute,,NC-0010 NC-0019,N.C. Gen. Stat. § 132-6(c) | N.C. Gen. Stat. § 132-6.2(b),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_132/GS_132-6.2.html https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_132/GS_132-6.html,"When separation of confidential from nonconfidential information is necessary to permit access, the public agency bears the cost of separation."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,NE,rule_without_value,ceiling,Calculation,Statute,,NE-0019,Neb. Rev. Stat. § 84-712(1),https://nebraskalegislature.gov/laws/statutes.php?statute=84-712,"A custodian may charge a fee for providing copies, but the fee shall not exceed the actual added cost of making the copies available."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,NJ,silent,,,,,,,,
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,NV,actual_cost_or_reasonable,,Definition,,,NV-0021,Nev. Rev. Stat. § 239.005(1),https://www.leg.state.nv.us/nrs/nrs-239.html,"'Actual cost' means direct cost of providing the copy (ink, toner, paper, media, postage) and excludes any cost the entity incurs regardless of whether a copy is requested."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,NY,actual_cost_or_reasonable,fixed,Calculation,Statute,,NY-0027 NY-0028 NY-0025 NY-0030,N.Y. Pub. Off. Law § 87(1)(b)(iii)(1) | N.Y. Pub. Off. Law § 87(1)(c)(i) | N.Y. Pub. Off. Law § 87(1)(c)(iii) | N.Y. Pub. Off. Law § 87(1)(c)(iv),https://www.nysenate.gov/legislation/laws/PBO/87,Actual reproduction cost may include only the hourly salary attributed to the lowest-paid agency employee who has the necessary skill to prepare the copy.
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,OH,silent,,,,,,,,
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,OK,actual_cost_or_reasonable,ceiling,Calculation,,,OK-0016,"Okla. Stat. tit. 51, § 24A.5(4)",https://www.oscn.net/applications/oscn/deliverdocument.asp?citeid=80292,"A public body may charge a fee only to recover the reasonable, direct costs of record copying or mechanical reproduction."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,OR,actual_cost_or_reasonable,soft-standard,Permission,,,OR-0021 OR-0020,Or. Rev. Stat. § 192.324(4)(a) | Or. Rev. Stat. § 192.324(4)(b),https://www.oregonlegislature.gov/bills_laws/ors/ors192.html,"A public body may include in the fee the cost of attorney time spent reviewing, redacting, or segregating records into exempt and nonexempt, but may NOT include attorney time spent determining the application of ORS 192."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,PA,silent,,,,,,,,
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,SC,actual_cost_or_reasonable,ceiling,Permission/Requirement,,,SC-0007 SC-0008 SC-0014,S.C. Code Ann. § 30-4-30(B),https://www.scstatehouse.gov/code/t30c004.php,"A public body may establish and collect reasonable fees not to exceed the actual cost of the search, retrieval, and redaction of records."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,TN,value_present,soft-standard,Calculation/Requirement,Official Guidance,$0.15 | $0.50 | 15 cents | 50 cents,TN-0032 TN-0033 TN-0019 TN-0031,"OORC Schedule of Reasonable Charges § II.C | OORC Schedule of Reasonable Charges § III.A | OORC Schedule of Reasonable Charges § IV.C | OORC Schedule of Reasonable Charges §§ IV.B, IV.D, IV.E",https://www.comptroller.tn.gov/content/dam/cot/orc/documents/oorc/policies-and-guidelines/ScheduleofReasonableCharges.pdf,"The labor threshold is the first (1st) hour of labor reasonably necessary to produce requested material; a governmental entity may adopt a higher threshold, and labor may be charged only for time exceeding the threshold."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,TX,silent,,,,,,,,
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,UT,actual_cost_or_reasonable,ceiling,Calculation/Permission,Statute,,UT-0031 UT-0028 UT-0029,Utah Code § 63G-2-203(1) | Utah Code § 63G-2-203(2)(a) | Utah Code § 63G-2-203(2)(b),https://le.utah.gov/xcode/Title63G/Chapter2/63G-2-S203.html,An hourly staff-time charge may not exceed the salary of the lowest paid employee who has the necessary skill and training to perform the request.
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,VA,actual_cost_or_reasonable,ceiling,Permission/Requirement,,,VA-0021 VA-0022 VA-0024,Va. Code § 2.2-3704(F),https://law.lis.virginia.gov/vacode/title2.2/chapter37/section2.2-3704/,"A public body may make reasonable charges not to exceed its actual cost incurred in accessing, duplicating, supplying, or searching for the requested records."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,WA,defers_to_city,ceiling,Calculation/Permission/Prohibition,,,WA-0020 WA-0027 WA-0028,RCW 42.56.070(7)(b) | RCW 42.56.070(7); RCW 42.56.120(2)(a) | RCW 42.56.120(1),https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.070 https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.120,"A reasonable charge may be imposed for copies and for use of agency copying equipment, not exceeding the amount necessary to reimburse the agency for its actual costs directly incident to copying."
labor.search.rate,Labor rate — search / retrieval ($/hr),fee_profiles:labor.search.rate,WI,value_present,ceiling,Permission,Statute,"$10,000 | $50",WI-0041 WI-0037 WI-0040,"Wis. Stat. § 19.35(3)(am), created by 2023 Wis. Act 253 | Wis. Stat. § 19.35(3)(c) | Wis. Stat. § 19.35(3)(g)",https://docs.legis.wisconsin.gov/2023/related/acts/253 https://docs.legis.wisconsin.gov/statutes/statutes/19/ii/35,"A law enforcement agency may impose a fee for the actual, necessary and direct cost of redacting recorded audio or video content to the extent redaction is required by law, but may not charge if: the requester (an indivi"
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,AL,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,AZ,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,CA,rule_without_value,,Prohibition,,,CA-0024,"National Lawyers Guild, S.F. Bay Area Chapter v. City of Hayward (2020) 9 Cal.5th 488 (Appellate/Supreme Court Decision)",https://www.courts.ca.gov/opinions/documents/S252445.PDF,"For ordinary production of electronic records, an agency may not charge for the ancillary staff time of searching for and redacting/reviewing records; such time is chargeable only within the narrow data-extraction cost-s"
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,CO,rule_without_value,ceiling,Permission/Prohibition/Requirement,Statute,,CO-0018 CO-0020 CO-0021,C.R.S. § 24-72-205(1)(b) | C.R.S. § 24-72-205(6)(a),https://leg.colorado.gov/colorado-revised-statutes,"After the first hour, the custodian may charge a fee for research and retrieval of public records not to exceed thirty dollars per hour."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,CT,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,FL,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,GA,actual_cost_or_reasonable,ceiling,Requirement,,,GA-0016,O.C.G.A. § 50-18-71(c)(1),https://georgialibraries.org/librarylaws/Georgia%20Open%20Records%20Act%20(O.C.G.A.%20%C2%A7%C2%A7%2050-18-70%20through%2050-18-74).pdf,"An agency may impose a reasonable charge for search, retrieval, and redaction, but that charge shall not exceed the prorated hourly salary of the lowest paid full-time employee who, in the custodian's reasonable discreti"
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,ID,rule_without_value,ceiling,Calculation,,,ID-0020 ID-0018,Idaho Code § 74-102(10)(a) | Idaho Code § 74-102(10)(e),https://legislature.idaho.gov/statutesrules/idstat/Title74/T74CH1/SECT74-102/,"Fees for resident requests shall not exceed reasonable labor costs necessarily incurred, charged at the per-hour pay rate of the lowest-paid administrative staff employee or public official of the agency."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,IL,rule_without_value,,Prohibition,,,IL-0032,5 ILCS 140/6(a),https://www.ilga.gov/documents/legislation/ilcs/documents/000501400K6.htm,A public body may not charge the requester for the cost of any search for and review of the records.
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,IN,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,KS,actual_cost_or_reasonable,ceiling,Calculation/Permission,Statute,,KS-0035 KS-0038,K.S.A. 45-219(c)(1) | K.S.A. 45-219(c)(3),https://ksrevisor.gov/statutes/chapters/ch45/045_002_0019.html,Actual costs may include the cost to review and redact the requested records but shall not include incidental costs not attributable to furnishing the requested records.
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,LA,rule_without_value,soft-standard,Prohibition/Requirement,Statute,,LA-0027 LA-0014,La. R.S. 44:32(B) | La. R.S. 44:32(C)(3),https://www.legis.la.gov/Legis/Law.aspx?d=99691,"When examination is conducted outside regular working hours, persons representing the custodian are entitled to reasonable compensation, paid by the public body and funded in advance by the party demanding the extraordin"
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,MA,value_present,ceiling,Calculation/Permission/Prohibition,Statute,$25 | 2 hours | 4 hours,MA-0032 MA-0033 MA-0037 MA-0036,"M.G.L. c. 66, § 10(d)(ii) | M.G.L. c. 66, § 10(d)(ii)(C), (iii)(C) | M.G.L. c. 66, § 10(d)(iii) | M.G.L. c. 66, § 10(d)(iv)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleX/Chapter66/Section10,"For a municipality, the hourly labor rate must equal or be less than the lowest-paid capable employee's rate and shall not exceed $25 per hour, unless a higher rate is approved by the Supervisor."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,MI,value_present,ceiling,Calculation/Exception/Permission/Prohibition,,15 minutes | 50%,MI-0034 MI-0035 MI-0036 MI-0039 MI-0041 MI-0042 MI-0032 MI-0046 MI-0050,Mich. Comp. Laws § 15.234(1)(a) | Mich. Comp. Laws § 15.234(1)(b) | Mich. Comp. Laws § 15.234(1)(e) | Mich. Comp. Laws § 15.234(2),https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,"Labor for searching, locating, and examining records may not be charged at more than the hourly wage of the public body's lowest-paid employee capable of doing so, regardless of who performs the labor."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,MN,actual_cost_or_reasonable,ceiling,Permission,,,MN-0008,"Minn. Stat. § 13.03, subd. 3(c)",https://www.revisor.mn.gov/statutes/cite/13.03,"When copies or electronic transmittal are requested, the responsible authority may require payment of the actual costs of searching for and retrieving the data, including employee time."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,MO,actual_cost_or_reasonable,ceiling,Calculation/Permission,,,MO-0019 MO-0020,"§ 610.026.1(1), RSMo",https://revisor.mo.gov/main/OneSection.aspx?section=610.026,The hourly fee charged for duplicating time shall not exceed the average hourly rate of pay for clerical staff of the public governmental body.
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,NC,rule_without_value,fixed,Requirement,Statute,,NC-0010,N.C. Gen. Stat. § 132-6(c),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_132/GS_132-6.html,"When separation of confidential from nonconfidential information is necessary to permit access, the public agency bears the cost of separation."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,NE,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,NJ,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,NV,delegated_to_regulation_or_schedule,,Prohibition,,,NV-0022,Nev. Rev. Stat. § 239.052(1),https://www.leg.state.nv.us/nrs/nrs-239.html,A governmental entity must not charge a fee for a copy if a specific statute or regulation requires it to provide the copy without charge.
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,NY,actual_cost_or_reasonable,fixed,Calculation/Exception/Prohibition,Statute,,NY-0027 NY-0028 NY-0026 NY-0029,N.Y. Pub. Off. Law § 87(1)(b)(iii)(2) | N.Y. Pub. Off. Law § 87(1)(c)(i) | N.Y. Pub. Off. Law § 87(1)(c)(iv),https://www.nysenate.gov/legislation/laws/PBO/87,Actual reproduction cost may include only the hourly salary attributed to the lowest-paid agency employee who has the necessary skill to prepare the copy.
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,OH,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,OK,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,OR,rule_without_value,,Permission,,,OR-0021,Or. Rev. Stat. § 192.324(4)(b),https://www.oregonlegislature.gov/bills_laws/ors/ors192.html,"A public body may include in the fee the cost of attorney time spent reviewing, redacting, or segregating records into exempt and nonexempt, but may NOT include attorney time spent determining the application of ORS 192."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,PA,rule_without_value,fixed,Prohibition,Statute,,PA-0042,65 P.S. § 67.1307(g),https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2008/0/0003..HTM,"No fee may be imposed for an agency's review of a record to determine whether it is a public, legislative or financial record subject to access."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,SC,actual_cost_or_reasonable,ceiling,Permission/Prohibition/Requirement,,,SC-0007 SC-0008 SC-0011,S.C. Code Ann. § 30-4-30(B),https://www.scstatehouse.gov/code/t30c004.php,"A public body may establish and collect reasonable fees not to exceed the actual cost of the search, retrieval, and redaction of records."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,TN,rule_without_value,floor,Calculation,Official Guidance,,TN-0032 TN-0033,"OORC Schedule of Reasonable Charges § IV.C | OORC Schedule of Reasonable Charges §§ IV.B, IV.D, IV.E",https://www.comptroller.tn.gov/content/dam/cot/orc/documents/oorc/policies-and-guidelines/ScheduleofReasonableCharges.pdf,"The labor threshold is the first (1st) hour of labor reasonably necessary to produce requested material; a governmental entity may adopt a higher threshold, and labor may be charged only for time exceeding the threshold."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,TX,silent,,,,,,,,
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,UT,rule_without_value,ceiling,Calculation/Prohibition,Statute,,UT-0031 UT-0034,Utah Code § 63G-2-203(2)(b) | Utah Code § 63G-2-203(5)(b)(i),https://le.utah.gov/xcode/Title63G/Chapter2/63G-2-S203.html,An hourly staff-time charge may not exceed the salary of the lowest paid employee who has the necessary skill and training to perform the request.
